PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,y_alpha,y_beta,g_err_time,r_err_time,i_err_time,z_err_time,y_err_time,g_err_mag,r_err_mag,i_err_mag,z_err_mag,y_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,y_err_alpha,y_err_beta,type,photo_z
124289,,59838.64069,59841.84191,59842.92768,,,-19.227713,-20.014711,-19.998271,,,,-8.672878328,0.567651948,-6.504560788,1.028220097,-1.978067521,1.096695299,,,,0.780093062,1.118400565,2.099222746,,,2.850741965,0.034273623,0.043517905,,,,0.963828633,0.312855324,0.353916632,0.171324883,0.335659978,0.170184836,,,SN Ia,0.914
124322,59923.10629,59926.72866,59928.28218,,,-17.133906,-16.716406,-16.897261,,,-7.037866926,0.036070942,-4.819357868,0.536356796,-1.410055712,0.521454436,,,,,2.181459878,1.847315674,0.518408054,,,5.880159832,0.059153955,1.174679424,,,1.464901172,0.309387648,0.554058388,0.203529995,0.240077272,0.114722395,,,,,SN II,0.455
124329,,60018.6009,60018.92421,60019.20881,60018.82519,,-18.809356,-19.517526,-19.391912,-19.563297,,,-7.636039091,0.498557251,-4.537655252,0.853381257,-1.03049233,0.76630066,0.839289082,0.092515517,,1.182435681,1.325764582,2.848044507,1.92463383,,0.048642838,0.039208719,0.062951387,0.728185684,,,0.774293622,0.252849045,0.306134874,0.150226675,0.291464833,0.150406564,0.539593881,0.329993782,SN Ia,0.742
124435,59864.49586,59871.06744,59873.77371,,,-19.29231,-19.010915,-18.569509,,,-7.943872511,-0.150087974,-8.088515935,0.369981124,-4.979329451,0.868043569,,,,,3.17805857,1.15642102,0.694576973,,,5.698896602,0.030959651,2.579993502,,,2.276253001,0.438785247,0.818780951,0.268989703,0.321194819,0.156660559,,,,,SN II,0.776
124492,60225.77169,60228.72012,60230.42847,60230.03549,60227.79885,-19.224091,-19.983492,-19.711777,-19.607583,-19.324856,-8.347804961,-0.193568434,-5.318498231,0.186147503,-1.065331729,0.477441545,0.74335522,0.105050102,2.055389022,-0.36741802,0.256908946,0.143204418,0.161664228,0.250137114,0.987155244,0.008825018,0.007159834,0.009730988,0.013703767,0.038398704,0.957835044,0.238297487,0.459766122,0.127764231,0.217455609,0.086716616,0.21532987,0.098469177,0.372999201,0.209019686,SN Ia,0.419
124531,59658.61277,59660.667,59663.12201,59663.84399,59661.17741,-18.757893,-19.824242,-19.730523,-19.741154,-19.635479,-9.003390447,-0.436654058,-7.191805681,0.219338979,-2.960628207,0.547314079,0.112436952,0.433212557,1.38310459,-0.295248181,0.76970974,0.365896825,0.853135947,1.347009441,1.930110693,0.035274704,0.012099825,0.020124061,0.029670032,0.06772555,1.662087598,0.331964642,0.469410767,0.173494304,0.252139221,0.123931782,0.237040412,0.126808855,0.441722357,0.254938292,SN Ia,0.562
124552,,60155.62299,60156.93956,60155.94019,60155.0529,,-16.463492,-17.259871,-17.75558,-17.872805,,,-4.304034764,0.4311242,-0.658547215,0.451701047,0.948881111,0.059286694,2.182419565,-0.407578629,,0.488496445,1.778380233,2.005126917,1.338835821,,4.095892522,0.056243773,0.054085398,2.500941199,,,0.512587212,0.193768171,0.22477155,0.107135398,0.213701897,0.115016989,0.372270097,0.225522315,SN Ibc,0.389
124595,59822.67749,59818.5822,59830.24732,59830.3142,59838.51742,-18.292198,-19.931588,-19.866461,-19.871602,-19.774174,-7.738169578,-0.092057486,-2.521573211,0.347652724,-1.984357183,0.506305528,0.58384581,0.421789225,1.404809703,0.145082804,2.959972352,4.885285337,0.86377112,0,3.041193983,7.45735742,0.153515808,0.029397874,0.035379918,0.077345078,2.006316792,0.396174814,0.339635833,0.233442205,0.220356101,0.128136917,0.209665925,0.123597015,0.423631935,0.273893027,SN II,0.676
124599,60202.6324,60212.1524,60218.61587,60213.99391,,-17.410923,-16.991609,-17.054333,-17.385537,,-7.372610717,-0.014029723,-2.419710958,0.459462358,-0.139213869,0.467928772,1.210059666,-0.046553751,,,4.405581701,0,1.39467561,2.101042295,,0.280233467,0.050254537,0.0550786,0.076852712,,1.19402368,0.276219333,0.40400886,0.177840907,0.213418272,0.103556243,0.210104069,0.11292803,,,SN II,0.36
124620,,,60193.3483,60198.00045,,,,-19.432285,-20.258225,,,,,,-9.037922813,1.262279892,-3.067971715,1.631431314,,,,,1.060268502,3.820870264,,,,11.8063016,0.07074299,,,,,,0.428691767,0.211409963,0.398089194,0.199044447,,,SN Ia,1.141
124621,,60567.02184,60570.5893,60570.97667,,,-19.085487,-20.135213,-20.232804,,,,-9.194874812,0.594154077,-7.619870105,1.118987241,-2.480896914,1.378470122,,,,0.84559874,1.684674005,3.646567138,,,5.812245165,0.046551922,0.071163855,,,,1.071399501,0.339476936,0.38333202,0.188700591,0.363126475,0.184532099,,,SN Ia,1.016
124636,,,59853.51663,59858.0641,59855.02541,,,-19.695405,-20.324309,-20.443326,,,,,-8.860001335,1.245001945,-3.121148124,1.468461454,-0.651748182,0.638197465,,,1.048280683,2.546390132,2.538795056,,,5.618564669,0.060650758,1.152181008,,,,,0.423792332,0.208925537,0.391309065,0.193707928,0.754962317,0.461687834,SN Ia,1.125
124711,59835.74937,59838.48369,59841.37889,59840.62605,59837.84539,-18.32563,-19.459879,-19.386089,-19.470904,-19.362894,-6.034514785,0.202146769,-4.398393345,0.819405613,-0.894273353,0.591418283,0.322149745,0.131919414,1.952504438,-0.160830393,0.457521355,0.312239972,0.495742887,0.611895893,1.217481879,0.025730387,0.007665552,0.011028876,0.013478277,0.033035165,0.944116542,0.268092956,0.260552969,0.116156075,0.171537168,0.09050985,0.166597691,0.099569106,0.289729329,0.194421834,SN Ia,0.458
124800,59920.68789,59925.39947,59927.73195,59929.5664,59927.05041,-18.446399,-19.81427,-19.85094,-19.804358,-19.782711,-7.620799091,-0.065425035,-6.664260697,0.483925497,-3.350440012,0.718931106,-0.395170725,0.551590715,1.256614861,-0.065598744,2.811639549,0.348522446,0.62621095,1.630521974,1.722917689,4.917544581,0.013203362,0.013651817,0.020726019,0.678055647,1.886957806,0.377145957,0.66992913,0.195703959,0.280563936,0.129425577,0.268685862,0.138916428,0.483166775,0.294387564,SN Ia,0.63
124810,,,,59918.3175,,,,,-20.106438,,,,,,,,-4.267731917,2.123043623,,,,,,8.073544642,,,,,0.099000469,,,,,,,,0.46387636,0.233720462,,,SN Ia,1.37
124830,60208.78491,60216.00748,60213.81052,60213.96733,,-18.213742,-17.997331,-17.840118,-17.741709,,-7.034641834,0.036804697,-5.260470172,0.301089291,-1.454224172,0.492262828,0.514849762,0.159415646,,,2.27703354,0.56702604,1.457518625,0.600955456,,5.308598796,0.034919752,0.051993837,0.600845979,,1.46263743,0.30902335,0.520292981,0.196382207,0.2372103,0.113918574,0.23179653,0.121592512,,,SN II,0.454
124877,,,59771.80433,59766.86869,,,,-20.552204,-20.671183,,,,,,-7.786940928,1.130915741,-2.531992557,1.411793283,,,,,1.47498997,3.411866218,,,,0.030781208,0.065500166,,,,,,0.38864297,0.191921702,0.364841456,0.185390832,,,SN Ia,1.032
124884,59854.38522,59858.61282,59858.208,59864.85269,,-16.934229,-17.111941,-17.336104,-17.561087,,-6.548683334,0.101247517,-1.432204331,0.335305461,0.413126746,0.375741428,1.315144271,-0.108709181,,,1.686360758,1.132630919,0,1.264655848,,0.077727393,0.047091237,0.041068894,0.07120643,,1.229303125,0.272299623,0.381993434,0.179322232,0.199741103,0.09986254,0.207720086,0.111864286,,,SN II,0.348
124939,,60163.31355,60165.94444,60168.36424,60161.76985,,-19.251175,-19.854882,-19.739917,-19.761416,,,-6.65413187,0.817288101,-4.142059572,0.914983307,-0.824835033,0.726145822,0.974619009,0.064758329,,0.645823477,0.541165186,1.288131694,2.232741125,,0.029042321,0.02258743,0.036263096,0.079364843,,,0.662719816,0.225230589,0.285564665,0.127194791,0.281687058,0.136997206,0.510474081,0.308977633,SN Ia,0.711
125077,,59792.07545,59796.25968,59797.181,59807.00212,,-19.30384,-20.058682,-19.82417,-19.909704,,,-7.880664893,0.534996507,-5.166840923,0.884819439,-1.373922838,0.790547457,0.524255018,0.107846585,,0.755055211,0.7749344,1.682884767,2.590440538,,0.043936141,0.030478754,0.044901046,0.07435841,,,0.789038427,0.252314669,0.315180112,0.143725244,0.296702069,0.150765407,0.547159246,0.329938665,SN Ia,0.788
125116,59929.84649,59935.49783,59938.05195,59938.57785,,-17.960924,-17.467847,-17.291723,-17.262024,,-10,-0.77386064,-5.720534269,0.324001164,-2.021833032,0.580181029,0.223145947,0.281799178,,,0.558153038,0.941104596,1.859254153,0.631416945,,0.021286969,0.04038821,0.068802221,0.785914537,,0,0.310408809,0.597042823,0.212888791,0.252484116,0.121070566,0.242852269,0.126863742,,,SN II,0.51
125195,,60582.72458,60585.05688,60586.23628,,,-17.926186,-18.229755,-18.631807,,,,-6.486368833,0.488600115,-3.133201261,0.688799674,-0.337396814,0.470293686,,,,0.929240542,0.69054761,16.71238262,,,48.34337965,17.44810994,0.537989515,,,,0.679510548,0.238786962,0.27688601,0.133852437,0.263334679,0.136189996,,,SN Ibc,0.61
125233,,60544.08755,60547.3498,60550.63116,,,-18.29945,-19.62099,-19.909715,,,,-8.76725141,0.572050037,-6.64325597,1.100679411,-1.963445755,1.199519025,,,,0.790896663,1.36309301,0.906118776,,,4.773307423,0.055276448,1.132170792,,,,0.981348466,0.317249004,0.363279858,0.173287407,0.342986739,0.175429135,,,SN Ia,0.931
125293,,,59802.05846,59801.97069,,,,-19.998385,-20.485218,,,,,,-8.472432242,1.262095142,-2.914880836,1.512257143,,,,,2.363397001,3.339048266,,,,0.06437037,0.058044391,,,,,,0.413214202,0.202077794,0.382535262,0.194718867,,,SN Ia,1.096
125378,,,60245.3205,60245.20219,,,,-17.686002,-17.471629,,,,,,-0.595530966,0.443549994,0.814303217,0.053474688,,,,,0,0.575986788,,,,0.070070583,0.306526669,,,,,,0.216658319,0.108955814,0.219467961,0.117420113,,,SN II,0.406
125449,59977.94256,59980.13964,59981.83231,59981.25708,59977.19668,-19.095139,-19.67527,-19.686945,-19.513257,-19.160964,-6.89399982,0.206385279,-3.771258023,0.634571574,-0.235578095,0.41288008,1.40845699,0.063308884,1.970645159,-0.247240587,0.373849785,0.179377042,0.154785075,0.225662113,1.047311879,0.024556027,0.014214702,0.010931822,0.014436487,0.033005882,0.762165079,0.250163383,0.230348336,0.135860651,0.122065749,0.080806551,0.13517819,0.094648049,0.293934097,0.196042197,SN Ia,0.37
125582,,59835.73836,59837.44589,59839.69745,59838.63316,,-17.661903,-18.552532,-18.915398,-19.142306,,,-5.443048475,0.459430608,-2.131830775,0.387575838,-0.317464969,-0.01089029,1.741985034,-0.273792392,,0.539341749,1.340317082,1.186121647,2.725963893,,2.583335747,0.029050034,0.025422976,0.051657122,,,0.589903663,0.214646999,0.247033548,0.117084882,0.222371687,0.118990569,0.417225103,0.248099121,SN Ia-91bg,0.498
125583,59905.03634,59916.64234,59918.92474,59920.68059,,-18.890398,-18.273222,-17.654638,-17.67147,,-7.387689191,-0.360211243,-6.949837635,0.44846477,-3.666976446,0.740697631,-0.544995734,0.604462765,,,4.736525306,1.045911313,0.625250416,0.970254268,,0.273130203,0.04620558,1.537203371,0.72611612,,1.245611777,0.384858051,0.692669228,0.241855792,0.28926756,0.140242409,0.275150134,0.142389633,,,SN II,0.658
125669,60504.24618,60507.17115,60509.48206,60510.62876,60508.84108,-18.803529,-19.547916,-19.611184,-19.575354,-19.701838,-7.550336733,-0.050894467,-6.443137207,0.487309351,-3.077601399,0.683399227,-0.28228037,0.493271343,1.351239476,-0.100707866,3.772983691,0.924986686,0.687468033,2.309613742,1.600564266,11.84611552,4.890326744,3.439842124,0.054510471,1.912444709,1.823537235,0.366982362,0.675257526,0.237659811,0.275616976,0.133195736,0.258671987,0.134645663,0.470725437,0.286608613,SN Ia,0.605
125686,60578.67903,60584.3745,60592.01568,60578.63511,,-18.639534,-17.913209,-17.991216,-18.178719,,-6.719186503,-0.194413601,-2.860290177,0.591983843,-1.178691621,0.59712665,0.581259471,0.186145069,,,0.920245248,0,1.23729045,5.018113666,,0.024012261,0.042434202,0.049124136,0.150657754,,0.896906072,0.288126384,0.427827388,0.182478098,0.233885825,0.111918374,0.228828816,0.120706898,,,SN II,0.455
125724,60596.39232,60597.0474,60600.46316,60601.12623,60598.47192,-16.881945,-17.512282,-17.741075,-17.837818,-17.983303,-6.679059663,0.085349031,-2.397456362,0.767108181,-0.019952461,0.633375513,1.394579852,0.251025194,2.262738284,-0.43402919,2.048657476,0.757433222,0.668276661,0.82578185,1.31256414,4.54272226,0.028028596,0.024787427,0.032008694,1.052982981,1.282028941,0.280250108,0.415803527,0.179113456,0.212047837,0.100174109,0.209392045,0.10912112,0.364034998,0.220805107,SN II,0.37
125751,,59842.68922,59845.64269,59851.2195,,,-18.917192,-19.739744,-19.563805,,,,-8.259462485,0.549721853,-5.696482795,0.977405448,-1.505113611,0.997748191,,,,0.736841758,1.510133777,2.285297606,,,5.105499702,0.045161842,0.062243113,,,,0.89446615,0.295256464,0.338098171,0.16401333,0.315577777,0.161303137,,,SN Ia,0.845
125795,,,59877.38896,59882.40751,,,,-19.532471,-20.277749,,,,,,-9.660728577,1.322742535,-3.422601332,1.678481161,,,,,1.102404514,2.827550747,,,,6.544424852,0.055894377,,,,,,0.445934095,0.220147178,0.414202515,0.207274637,,,SN Ia,1.197
125866,59845.61874,59848.20325,59849.98343,59849.58735,59847.51739,-19.414734,-20.042671,-19.858148,-19.788527,-19.62978,-6.81090809,-0.148507876,-4.287464317,0.619800805,-0.594498738,0.641159341,0.954345938,0.140798269,2.016359515,-0.523053306,0.22185871,0.141105904,0.165653869,0.210758751,0.455071011,0.016867496,0.011086821,0.009676859,0.012811132,0.030999306,0.764385097,0.227287151,0.254770096,0.120411443,0.142271075,0.072195755,0.138620348,0.084133201,0.260558203,0.182785212,SN Ia,0.417
125901,60182.41569,60188.62273,60192.26469,60189.53476,,-18.560405,-19.547207,-20.051297,-20.032197,,-8.078020237,-0.207505778,-8.40849574,0.576796554,-6.059035591,1.011258916,-1.764677574,1.046637132,,,3.627709683,0.928742391,0.775810065,1.92357485,,8.231215875,0.034384169,0.029313473,0.042617882,,2.557288563,0.482261853,0.900103373,0.289923225,0.336536517,0.157070458,0.320492102,0.163216307,,,SN Ia,0.875
126087,59867.08644,59873.32125,59875.9846,59875.83104,59884.30337,-18.068152,-19.428569,-20.060285,-19.87769,-20.029125,-7.970002735,-0.159356896,-7.420170619,0.582494552,-5.167409898,0.843005165,-1.205422271,0.938475907,0.730860242,0.366503607,3.345193548,0.691014939,0.476476227,1.064550223,2.068327813,7.650234609,0.023688418,0.019386143,0.029436727,0.078325034,2.320798588,0.445734934,0.743707897,0.242471363,0.313240421,0.139782971,0.301609108,0.148566878,0.566452809,0.334111225,SN Ia,0.792
126115,,60576.03551,60580.03375,60586.47331,,,-19.457926,-19.988788,-20.49716,,,,-9.672848127,0.6253603,-9.023218268,1.229694293,-3.295259325,1.388138895,,,,0.924496111,2.521686221,2.629398984,,,6.862006134,0.083240274,0.051452077,,,,1.205610473,0.371511003,0.425859903,0.209410596,0.394971751,0.196448679,,,SN Ia,1.136
126236,59920.89442,59927.36323,59928.80818,59930.75059,59931.02202,-17.345747,-18.860146,-19.462306,-19.302409,-19.495601,-7.807192408,-0.109481841,-7.737409194,0.232515811,-4.405654799,0.564942343,-0.755734824,0.754407431,0.968069106,0.061793841,3.058309902,0.683157581,0.760054289,1.444523402,2.486643598,7.481153989,0.023246906,0.018374438,0.029775621,0.068679101,2.085827212,0.408798653,0.727975592,0.223751653,0.299255305,0.139724852,0.285473502,0.144933901,0.521129959,0.309137477,SN Ia,0.706
126256,,,60614.34413,60619.45407,,,,-19.611725,-20.040792,,,,,,-9.816319958,1.337880157,-3.460226946,1.758692776,,,,,1.113008749,4.466248308,,,,11.79223354,0.074328822,,,,,,0.450270162,0.222341627,0.418528169,0.210822598,,,SN Ia,1.211
126277,,59671.433,59675.69387,59676.3134,59675.91496,,-19.525376,-20.230073,-20.097182,-20.361858,,,-7.633401216,0.523936736,-5.299277613,0.893053569,-1.315590762,0.912474162,0.594130901,0.188257501,,0,0.605861578,1.355291271,2.043028032,,0.042886397,0.029801887,0.039719652,0.521354772,,,0.7868191,0.256915224,0.324501524,0.14894632,0.308352815,0.153103021,0.573225688,0.350596751,SN Ia,0.805
126305,59818.30797,59821.0923,59822.81064,59822.56812,59821.13011,-19.564668,-20.0626,-19.854685,-19.737824,-19.395499,-7.525313662,-0.376935717,-4.657608726,0.700356352,-0.618639418,0.58003292,0.48354546,0.235220691,2.25341131,-0.366865079,0.184672778,0.151298015,0.175826038,0.243000977,0.663610007,0.016769215,0.010547372,0.011314079,0.015855457,0.042663671,0.497681801,0.18610907,0.211740463,0.108405749,0.119099618,0.066309536,0.139647897,0.081032111,0.291857633,0.179871607,SN Ia,0.43
126358,,60330.68024,60333.71273,60334.91087,60334.22575,,-18.585152,-19.452515,-19.639269,-19.8586,,,-8.396538871,0.555426668,-5.998322003,0.9599218,-1.646996881,1.042333093,0.345110397,0.273239723,,0.750537527,2.136907914,3.464697431,2.162784438,,7.068187154,0.071028454,0.07366895,1.106513551,,,0.916286491,0.300830153,0.345991385,0.168504053,0.325588496,0.165812763,0.608663353,0.371647508,SN Ia,0.867
126373,,59875.15177,59876.86238,59877.44223,,,-17.387138,-17.630008,-17.8467,,,,-5.563650996,0.370120634,-1.89931203,0.568966231,0.280669953,0.257892295,,,,1.896284986,0.539817613,0.839297609,,,0.078204427,1.434584942,0.715368302,,,,0.589642064,0.212934925,0.249948889,0.119878087,0.240618275,0.125793251,,,SN Ibc,0.499
126387,,59965.45063,59968.88554,59967.44465,59968.94817,,-19.376441,-19.974689,-19.782158,-19.642444,,,-6.680238091,0.893368073,-4.763402996,0.935640307,-1.089410524,0.853533161,0.757297393,0.124402644,,0.975959195,0.670449325,1.279154556,1.954618315,,0.032724488,0.024348076,0.034695193,0.564724979,,,0.750348792,0.248681803,0.310811097,0.142177037,0.297086651,0.148484078,0.551076205,0.337782191,SN Ia,0.765
126416,,60511.25023,60512.099,60516.58108,,,-16.303525,-16.650139,-16.74455,,,,-2.773552225,0.395431347,0.88115832,0.306608397,1.501194247,-0.257404635,,,,0.438421201,0,1.19405419,,,0.429079875,0.050915899,0.073868658,,,,0.434391253,0.173165893,0.194306275,0.092938181,0.199213813,0.106443368,,,SN Ibc,0.257
126428,,60574.11326,60577.68439,60581.52483,,,-19.796289,-20.06817,-19.671479,,,,-9.19981883,0.594354574,-7.593403094,1.133311969,-2.408889384,1.387073925,,,,0.846245104,1.93406854,0.968417363,,,4.65500984,0.068392768,1.73772743,,,,1.072391374,0.339733364,0.38779359,0.191412542,0.365912791,0.186626902,,,SN II,1.017
126433,60177.56083,60183.05701,60189.3547,60190.86257,,-18.28679,-18.503893,-18.576991,-18.371045,,-7.696544823,-0.082226538,-6.976226115,0.458125838,-3.300621628,0.728863037,-0.554487683,0.60637908,,,2.798512768,1.736127724,0,0.719176374,,8.71286581,0.064748812,0.084513905,0.271394575,,1.96186429,0.389099716,0.720375714,0.249402549,0.279231888,0.139109304,0.275155508,0.142461165,,,SN II,0.659
126520,60125.41795,60127.009,60128.3165,60130.12231,60128.57416,-19.689,-19.838116,-19.796015,-19.600831,-19.023848,-7.087896594,0.134006212,-3.819526972,0.41134586,0.130504183,0.357508126,1.189309624,-0.118955792,2.360551881,-0.529190965,2.453657061,1.107891048,0,0.643866752,2.582780923,0.029529046,0.02716007,0.013651099,0.032716346,0.079488887,0.90276918,0.266739578,0.426431333,0.173049371,0.107076677,0.082901785,0.200818244,0.094713757,0.353067671,0.197020934,SN Ia,0.349
126551,60214.29828,60219.93703,,,,-18.544958,-18.329174,,,,-7.736754719,-0.091005661,-7.071203125,0.477740118,,,,,,,2.84546514,1.054604081,,,,5.295581797,0.0525152,,,,2.000591572,0.395343109,0.715877378,0.241790786,,,,,,,SN II,0.674
126576,,60117.18778,60116.47685,60106.30585,60114.91096,,-19.890318,-19.712472,-20.048048,-19.489751,,,-5.506442286,0.507420259,-1.529542152,0.560586296,0.168374018,0.371850527,1.935935281,-0.316735518,,9.033338384,7.237412719,0,1.432415699,,0.44746642,0.274495304,0.044070027,7.831436878,,,0.489470711,0.203616523,0.207436882,0.109980036,0.212693833,0.108182856,0.399319152,0.242320794,SN Ia,0.453
126633,59807.7119,59819.98305,59817.1759,59824.5644,59815.11066,-18.147626,-17.909374,-17.758378,-17.837136,-17.678747,-3.547676669,0.633153232,-1.827074299,0.010033016,0.637759549,0.304797874,1.379109869,-0.223969854,2.325929673,-0.459871424,1.332575073,0.51663689,0,1.213989087,1.287322562,0.028304407,0.051087756,0.034178806,0.058162629,1.24383301,0.72774323,0.272299833,0.384326945,0.157257025,0.186394322,0.094994903,0.201096626,0.107845578,0.357618254,0.216470942,SN II,0.352
126655,59892.12232,59903.07032,59905.01696,,,-18.444895,-17.918112,-17.863691,,,-6.078576036,-0.058044377,-6.166700343,0.442108113,-2.625154113,0.640951337,,,,,2.769774633,0,0.573416109,,,0.117016679,0.04773112,0.386404116,,,1.049612743,0.341182815,0.591086491,0.217237131,0.265287612,0.12785894,,,,,SN II,0.564
126688,60412.23841,60419.99353,60420.62202,60419.71111,60418.24557,-17.991055,-17.721692,-17.672653,-17.720461,-17.755656,-5.923943612,0.152302173,-2.917357991,0.532024755,0.488759241,0.389113097,1.366408895,-0.197470775,2.565190563,-0.547806726,0.380661348,0.394872163,0.484602012,0.524986446,1.211698081,0.021294931,0.023607007,0.022946977,0.405247754,1.240172402,0.763188034,0.21975645,0.442359708,0.170932298,0.207643837,0.097073818,0.204694167,0.108778239,0.335384161,0.202623333,SN II,0.29
126700,,59830.0984,59833.2136,59836.0394,59833.84194,,-19.683627,-20.333511,-20.296397,-20.281783,,,-8.534734676,0.561354696,-6.1078505,1.06969733,-4.8319813,1.00491536,0.25599805,0.305602433,,0.764912504,0.87947445,1.25677954,2.206573259,,2.353082091,0.03776139,0.04340075,0.600714717,,,0.939335901,0.306681053,0.33078736,0.16621926,0.31405078,0.16094092,0.621475784,0.379289283,SN Ia,0.89
126706,,60633.21905,60634.2525,60625.0825,,,-16.40922,-16.507872,-16.851753,,,,-3.423944373,0.407583947,0.352704453,0.373423818,1.43973087,-0.185055574,,,,0.456914051,0,0,,,0.645336915,0.084639293,0.069727377,,,,0.46339391,0.180729355,0.208057989,0.099465436,0.198313874,0.108591549,,,SN II,0.31
126742,60022.25546,60024.99486,60026.21056,60025.74671,,-16.657681,-17.203165,-17.571754,-17.455276,,-6.631768322,0.09118174,-3.988168132,0.423178475,-0.463394102,0.373783471,1.002765004,-0.045346211,,,2.022856063,0.476185623,0.77583889,0.553923322,,4.63544615,1.28741217,0.036496523,0.458162517,,1.261903922,0.27704103,0.493387527,0.188750416,0.214251549,0.101739926,0.215219532,0.113715743,,,SN Iax,0.36
126747,60631.29862,60636.8792,60638.28524,60640.78915,60640.28486,-17.185244,-19.012508,-19.363107,-19.371792,-19.377379,-7.606977697,-0.06251219,-6.610149635,0.482397567,-3.521138146,0.582614622,-0.322564921,0.57947737,1.252191425,-0.075519715,2.795769216,0.571117325,0.551327788,0.91883453,2.787674326,6.855307376,0.023150099,0.022362803,0.030557174,0.081859968,1.874221021,0.375103688,0.572953428,0.201130497,0.264909433,0.120986617,0.257802071,0.128996826,0.470864739,0.279921015,SN Ia,0.625
126750,,59829.70927,59833.2194,59831.13102,59834.40566,,-19.26077,-20.122644,-20.29934,-20.276878,,,-9.120088132,0.59001322,-7.379921152,1.172044954,-2.368272735,1.306925328,-0.169912341,0.46143205,,0.835207408,2.554030777,6.302387216,2.421963468,,6.025738402,0.077971482,0.118658826,1.000093086,,,1.054128889,0.335259256,0.383812373,0.187940222,0.36019862,0.183114962,0.683490322,0.417478361,SN Ia,1
126783,,,60630.80626,60634.93521,,,,-19.046007,-19.565236,,,,,,-8.148321738,1.175880437,-2.640857854,1.475170955,,,,,1.000762917,5.973288071,,,,17.11551806,0.115077454,,,,,,0.404330346,0.19904965,0.377829585,0.192339425,,,SN Ia,1.061
126834,59840.55966,59843.45505,59842.66637,59839.6148,59836.17264,-18.9876,-19.320867,-19.206324,-19.139316,-18.754732,-9.509148641,-0.32567439,-5.21327018,0.368852958,-0.224689696,0.317539399,1.38484322,-0.128100884,3.82705583,-0.503119133,0.163256342,0.138319361,0.162239384,0.313297746,0.98373418,0.005461944,0.006782972,0.006432188,0.006657913,0.025770223,0.426201461,0.175090749,0.212235122,0.093772071,0.108459284,0.062038921,0.098597964,0.073425482,0.175172448,0.147824054,SN Ia,0.277
126861,,60624.93674,60627.61386,60630.18168,60626.68504,,-19.340995,-19.919517,-19.750312,-19.567958,,,-7.741235985,0.526071559,-4.890160241,0.859440121,-1.115921743,0.844241313,0.723832295,0.130574447,,6.896796701,0.689765721,1.068721783,2.332097721,,0.122659412,14.00549996,4.773067862,3.526609722,,,0.820325145,0.276084186,0.318979184,0.155521479,0.301487834,0.155157061,0.555238644,0.338816017,SN Ia,0.768
126931,59786.08846,59785.8287,59787.57864,59784.91613,59784.84225,-19.544278,-19.415287,-19.41832,-19.052348,-18.663152,-5.878572745,0.44940826,-0.137982688,1.053254997,1.288110602,0.179529452,1.467998108,-0.249963779,2.480136852,-0.89213294,0.261044831,0,0.118664441,0.208015279,0.46336465,0.018630259,0.008316013,0.011145499,0.012230456,0.030144551,0.534684165,0.177810844,0.212659753,0.111232504,0.108967141,0.063613451,0.122150807,0.082202848,0.223352756,0.16368395,SN Ia,0.213
126935,,59853.15481,59856.43504,59857.151,59856.40663,,-18.802767,-19.426103,-19.302163,-19.493118,,,-7.721582431,0.482717177,-4.938572978,0.687493852,-1.11159242,0.75409758,0.778112945,0.1155309,,0.957726437,1.016072557,2.013313625,1.949496391,,0.04699342,0.036965509,0.051407053,0.632189301,,,0.775080653,0.247474138,0.312145288,0.148358012,0.295833087,0.150264093,0.547598682,0.334650198,SN Ia,0.756
126973,60577.34089,60582.18044,60581.048,60583.86941,,-16.561093,-17.037245,-17.457394,-17.603527,,-6.534626631,0.104184773,-2.317401205,0.44974962,0.612968716,0.363380148,1.399247667,-0.131490949,,,1.968398876,0.806259258,0,1.258571016,,4.867688237,0.046700792,0.039349081,0.055161065,,1.217814956,0.270163403,0.410276693,0.171803127,0.19497482,0.096951844,0.202055038,0.108576621,,,SN II,0.338
127006,,,59899.37451,59901.0176,,,,-19.518523,-19.788099,,,,,,-7.520894673,1.130274003,-2.462810832,1.257636143,,,,,2.242047993,2.689098197,,,,0.077766574,0.062803562,,,,,,0.385881934,0.189807841,0.359447306,0.18024225,,,SN Ia,1.007
127044,,59898.58893,59900.93939,,,,-18.113041,-18.200513,,,,,-7.00900294,0.513365312,-3.878285704,0.761156258,,,,,,1.907547152,0.636132144,,,,0.064944114,3.37434819,,,,,0.723199615,0.251749618,0.294277249,0.142828122,,,,,SN II,0.677
127060,,,60570.02874,60573.00661,,,,-19.28315,-19.441841,,,,,,-6.191209286,0.985802736,-1.745161659,1.091808163,,,,,0.873542182,4.499759202,,,,7.648868618,0.084356922,,,,,,0.352174983,0.172501483,0.330138461,0.168471718,,,SN Ia,0.885
