g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,g_err_mag,r_err_mag,i_err_mag,z_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,type
-18.282005,-19.727361,-20.312816,-20.087853,-8.031018953,-0.183722614,-9.003398309,0.142981316,-5.716021294,0.899969536,-1.518335048,0.990662834,8.449224159,0.038170209,0.032173919,0.060156372,2.439248584,0.464124132,0.782720088,0.288158792,0.314014845,0.159512501,0.301908551,0.156216843,SN Ia
-9999.0,-19.688423,-9999.0,-9999.0,-9999.0,-9999.0,-6.3961451,0.46992799,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0374063,-9999.0,-9999.0,-9999.0,-9999.0,0.66579146,0.23451083,-9999.0,-9999.0,-9999.0,-9999.0,SN Ia
-9999.0,-19.074077,-19.853998,-19.801893,-9999.0,-9999.0,-8.158140217,0.43890551,-5.406320884,0.895788797,-1.371000722,0.946054716,-9999.0,0.05492388,0.036262779,0.045526504,-9999.0,-9999.0,0.823150601,0.266480061,0.322851483,0.149367236,0.307331355,0.152748791,SN Ia
-18.465965,-17.924075,-17.748874,-17.606149,-6.848768168,-0.136461867,-4.792723579,0.434300793,-1.149989472,0.533075589,0.636033342,0.143528305,0.03214608,0.023261381,0.037343545,0.067218003,1.175809389,0.286199248,0.534260104,0.197372605,0.235049565,0.111084623,0.228025204,0.11922916,SN II
-9999.0,-18.007678,-18.042409,-9999.0,-9999.0,-9999.0,-6.334076712,0.48533217,-2.6505187,0.66422842,-9999.0,-9999.0,-9999.0,0.97857596,0.12416797,-9999.0,-9999.0,-9999.0,0.665191391,0.234891318,0.26723819,0.13162528,-9999.0,-9999.0,SN II
-17.701259,-18.85261,-19.114624,-19.045894,-7.630309834,-0.067194503,-2.4393912,0.57919693,-1.9605688,0.57524591,0.14720714,0.56855373,4.702973559,0.06066334,0.02852802,0.04155429,1.894475607,0.378372468,0.3951801,0.21644156,0.21305493,0.1266765,0.24692499,0.13267958,SN II
-17.456855,-19.051154,-19.251342,-19.348216,-7.532682297,-0.047418058,-6.727814557,0.276544894,-3.118405822,0.656118021,0.488455519,0.620641947,6.713513589,0.049851214,0.037341784,0.040157728,1.808462903,0.364562993,0.654657066,0.223873628,0.26354645,0.129488156,0.224807309,0.123661211,SN Ia
-16.076309,-17.385933,-18.03947,-18.349428,-6.409579,0.12553046,-1.6904605,0.63688012,0.36010433,0.41883752,1.70803592,0.09630914,0.11327974,0.03234225,0.02249713,0.02473181,1.23124836,0.27350463,0.37609253,0.1667584,0.18478175,0.09344295,0.17531062,0.0991045,SN Ibc
-9999.0,-18.305785,-18.796866,-19.016511,-9999.0,-9999.0,-8.137066836,0.544771472,-5.535136072,0.922076002,-1.42357807,0.966622603,-9999.0,10.65648435,7.298436854,0.076229362,-9999.0,-9999.0,0.875848216,0.290476075,0.33525774,0.163858236,0.315548684,0.161634684,SN Iax
-19.234535,-19.012551,-18.529565,-18.556251,-7.894376961,-0.133876802,-8.0103549,0.23222874,-4.6732415,0.82876703,-1.012444909,0.800822052,6.427790628,0.02586931,0.06696394,1.181559816,2.199081045,0.42670552,0.76058454,0.25056515,0.31336844,0.15227824,0.296564806,0.152764775,SN II
-19.302444,-19.385997,-19.323461,-19.200585,-8.093964972,-0.178946603,-4.179093276,0.244575128,-0.163498201,0.316543235,1.193179797,-0.022189218,0.008792656,0.005724955,0.006489802,0.010232356,0.766663666,0.197489541,0.374738377,0.111247414,0.190483729,0.073668797,0.183597322,0.085931284,SN Ia
-9999.0,-18.918044,-19.953088,-20.108635,-9999.0,-9999.0,-8.972821747,0.582178334,-7.133703452,1.0811392,-2.202581568,1.253028647,-9999.0,4.94578378,0.047578236,0.048666542,-9999.0,-9999.0,1.022137908,0.327394145,0.37694377,0.184674132,0.35124691,0.177709598,SN Ia
-9999.0,-19.458391,-20.16855,-20.206635,-9999.0,-9999.0,-9.0919138,0.40346395,-6.1730677,1.04355313,-1.8198472,1.13735597,-9999.0,0.0373138,0.02548166,0.03322998,-9999.0,-9999.0,0.90746542,0.27237952,0.32853299,0.16605431,0.32248675,0.16671111,SN Ia
-18.74318,-19.647702,-19.715833,-19.686955,-7.628713961,-0.067140328,-7.244383746,0.121457534,-3.466858728,0.607741698,-0.463574066,0.478463333,5.563651874,0.013808054,0.019208957,0.02873542,1.894700788,0.378376509,0.660549959,0.197589839,0.281054035,0.130449208,0.268743828,0.136739457,SN Ia
-19.492958,-19.240021,-18.546678,-18.587143,-9.848110323,-0.340416333,-7.52211756,0.521878578,-4.556571968,0.827043213,-0.961171715,0.779304324,0.107583905,6.148559595,4.518517867,1.643386907,1.871347121,0.411645966,0.792388409,0.268769042,0.31071312,0.151279901,0.294100066,0.15157149,SN II
-9999.0,-19.350408,-19.609,-19.605821,-9999.0,-9999.0,-7.6233478,0.17614103,-3.7008568,0.63599452,-0.6979242,0.62033175,-9999.0,0.02678704,0.03673286,0.05424758,-9999.0,-9999.0,0.65568496,0.21507753,0.28196835,0.13731418,0.25156403,0.13819076,SN Ia
-19.743215,-19.37741,-19.369563,-9999.0,-8.150770894,-0.299723215,-9.642072807,0.464360222,-7.848098951,1.146716464,-9999.0,-9999.0,8.320468286,0.121611065,5.928301789,-9999.0,3.036673238,0.554022966,1.085894698,0.342334849,0.396189723,0.19491449,-9999.0,-9999.0,SN II
-9999.0,-17.529627,-18.447544,-18.944897,-9999.0,-9999.0,-5.561554504,0.462541021,-2.2039373,0.47373529,-0.00414,0.08236091,-9999.0,2.026961092,0.03133,0.02859163,-9999.0,-9999.0,0.599019007,0.217118741,0.24598453,0.11767878,0.2369649,0.11926237,SN Ia-91bg
-9999.0,-19.204092,-19.527051,-19.68033,-9999.0,-9999.0,-6.95258576,0.502809584,-3.6789822,0.81430294,-0.5791688,0.62686367,-9999.0,1.977364711,0.04492316,0.05253301,-9999.0,-9999.0,0.72664099,0.251388863,0.28936315,0.13753577,0.27665082,0.14281853,SN Iax
-9999.0,-18.593471,-18.768888,-18.911464,-9999.0,-9999.0,-6.1191076,0.34553243,-2.3625145,0.56726337,0.14357299,0.43859704,-9999.0,0.04496257,0.04175875,0.05347293,-9999.0,-9999.0,0.59179268,0.21160984,0.25666778,0.12118202,0.2391673,0.12540153,SN Iax
-9999.0,-19.185721,-19.447699,-19.555634,-9999.0,-9999.0,-6.4186333,0.53181666,-3.1537682,0.70784572,-0.3061843,0.51778556,-9999.0,0.01667107,0.0177007,0.02623921,-9999.0,-9999.0,0.62702969,0.19132445,0.27097209,0.11939124,0.26175807,0.12828335,SN Ia
-9999.0,-19.632522,-19.965726,-19.689986,-9999.0,-9999.0,-9.50702634,0.613397137,-8.4638277,1.20959733,-2.787205542,1.546214522,-9999.0,8.264679636,0.07503316,2.901638032,-9999.0,-9999.0,1.15317982,0.359152214,0.41143835,0.20269702,0.385751405,0.196346489,SN II
-18.918065,-19.308353,-19.319143,-18.713637,-5.9475112,0.18952929,-0.9541527,0.57141937,1.3988016,0.10059917,2.38283269,-0.521531,0.00989131,0.00533642,0.00578433,0.01080679,0.30066828,0.16622437,0.15156881,0.09373073,0.06450359,0.04194989,0.07569731,0.05453926,SN Ia
-9999.0,-9999.0,-9999.0,-17.315074,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3.30871545,-0.2941215,-9999.0,-9999.0,-9999.0,0.01011969,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.1698862,0.07831434,SN II
-19.613919,-19.186919,-18.640909,-18.747851,-8.7810039,-0.402288,-7.5069952,0.30651164,-4.122945587,0.784903548,-0.76320576,0.696533027,0.03679534,0.03287148,1.469041853,0.612299384,1.31374934,0.39023288,0.71679602,0.24264333,0.300142099,0.145847904,0.284561558,0.146947197,SN II
-9999.0,-19.75876,-19.808676,-19.859166,-9999.0,-9999.0,-6.358937362,0.497499845,-2.831450647,0.659352106,0.646841792,0.536563526,-9999.0,0.06266871,0.041033886,0.040613506,-9999.0,-9999.0,0.57851859,0.229719371,0.257889988,0.129721078,0.21565081,0.121381515,SN Ia
-18.227153,-18.173122,-18.337718,-18.377291,-5.8841863,0.02789446,-1.7552551,0.91567879,-1.0517227,0.65768539,0.76739361,0.33287844,0.01803149,0.02008358,0.03300685,0.03982224,0.9191817,0.28088358,0.35304315,0.1634259,0.22696117,0.11041223,0.22308635,0.11720203,SN II
-17.73795,-17.701323,-17.831509,-18.021722,-6.824498233,0.066232098,-0.272996,0.53177763,-0.3623237,0.36273078,0.79527438,0.04516029,5.021891066,0.03435441,0.05085914,0.05721865,1.350912271,0.291186889,0.3065992,0.15409995,0.21553479,0.10476208,0.21323294,0.11438379,SN II
-9999.0,-19.479542,-20.175545,-20.36756,-9999.0,-9999.0,-9.846478677,0.181940639,-7.270224856,1.189883619,-2.371799057,1.240150905,-9999.0,0.059074983,0.043390963,0.063187437,-9999.0,-9999.0,1.013671373,0.310002619,0.377913989,0.17744861,0.357000919,0.180344866,SN Ia
-17.635236,-18.165175,-18.327881,-18.229303,-7.724873,-0.0891612,-4.0613834,0.68647699,-1.0875183,0.63715785,0.30144875,0.47609046,0.0633583,0.03161763,0.03530321,0.0524559,1.61110511,0.33008354,0.4786258,0.20415519,0.22598176,0.12057356,0.2433469,0.12600766,SN II
-9999.0,-9999.0,-19.911313,-19.793979,-9999.0,-9999.0,-9999.0,-9999.0,-5.892030447,1.099775264,-1.845265054,1.056108325,-9999.0,-9999.0,0.042080626,0.057045971,-9999.0,-9999.0,-9999.0,-9999.0,0.326507848,0.164075681,0.328117863,0.167252937,SN Ia
-17.63176,-19.171656,-19.266291,-19.340307,-7.126147868,0.022743361,-5.2120337,0.3729213,-1.3935741,0.46307411,0.47902356,0.13888491,5.741035281,0.06007445,0.03541479,0.02604951,1.517151775,0.317767716,0.51456515,0.20744908,0.20373585,0.11073801,0.19356658,0.10871319,SN Ia
-18.309572,-19.411924,-19.971711,-20.019256,-8.090575839,-0.215037455,-9.108897364,0.19522575,-6.270327049,0.921080425,-1.739818241,1.105564697,8.46492515,0.039829714,0.034286741,0.806665108,2.595205913,0.488050366,0.91834535,0.283023469,0.351940246,0.167717838,0.331784299,0.169939369,SN Ia
-9999.0,-17.398337,-17.777797,-17.719882,-9999.0,-9999.0,-5.213094872,0.453496941,-1.622378227,0.546504078,0.416622186,0.208115213,-9999.0,5.178822695,0.087826145,0.101246392,-9999.0,-9999.0,0.572695246,0.210000295,0.243319966,0.116283485,0.234673257,0.122843085,SN Ibc
-9999.0,-9999.0,-20.331173,-20.212879,-9999.0,-9999.0,-9999.0,-9999.0,-7.5165222,1.16963266,-2.4218611,1.36600944,-9999.0,-9999.0,0.05724624,0.13706515,-9999.0,-9999.0,-9999.0,-9999.0,0.37929286,0.18202154,0.36368427,0.18508199,SN Ia
-15.68941,-16.405756,-16.51026,-16.821074,-5.981912377,0.166855805,1.21863598,-0.0283539,1.75463465,0.28417985,2.24834175,-0.4354274,3.490053726,0.04123883,0.04191571,0.05131846,1.027666692,0.240747182,0.29053591,0.14930924,0.18057459,0.09036972,0.18324009,0.10090382,SN II
-16.99426,-17.194992,-17.019053,-17.082133,-6.886596857,0.057554767,-1.478372914,0.431326762,-0.850754755,0.477571324,0.699167112,0.083794753,4.36163472,0.035785253,0.051125354,0.099786747,1.383317789,0.296323023,0.374264421,0.177441966,0.216460178,0.107767078,0.225015128,0.11830709,SN II
-9999.0,-19.069188,-20.011555,-20.019539,-9999.0,-9999.0,-8.778143724,0.572578866,-6.6902259,1.05741679,-2.0736384,1.13759791,-9999.0,2.693089099,0.03843324,0.04792107,-9999.0,-9999.0,0.983385317,0.317755012,0.35742169,0.167105,0.33728352,0.16724012,SN Ia
-18.205197,-18.174524,-18.29842,-18.350474,-7.520932802,-0.045106385,-6.4020651,0.46713985,-2.9747533,0.66682288,-0.218101727,0.467304207,12.35241698,0.08583515,0.10882162,1.295099736,1.798412621,0.362953955,0.66337301,0.23395934,0.27287802,0.13165312,0.260900434,0.135513971,SN II
-17.772314,-19.408764,-19.704642,-19.617874,-7.743163516,-0.093242996,-6.6208895,0.554192,-3.8643624,0.7531598,-0.679308,0.68548924,7.327550055,0.0210313,0.02339373,0.0349584,2.011585184,0.397017035,0.58506634,0.21450913,0.28364632,0.1355196,0.27090748,0.13760863,SN Ia
-9999.0,-9999.0,-19.298061,-19.796714,-9999.0,-9999.0,-9999.0,-9999.0,-7.914800245,1.153200228,-2.5346702,1.43194931,-9999.0,-9999.0,30.55042668,0.2419816,-9999.0,-9999.0,-9999.0,-9999.0,0.397995374,0.195831759,0.37192961,0.18941614,SN Ia
-9999.0,-19.599454,-20.604209,-20.705901,-9999.0,-9999.0,-9.435503431,0.609263812,-8.0152885,1.39542136,-2.6519225,1.5623339,-9999.0,2.028961397,0.03811382,0.04197006,-9999.0,-9999.0,1.132961136,0.35427491,0.39759895,0.18671729,0.37846959,0.18652442,SN Ia
-9999.0,-18.882493,-19.664186,-19.407899,-9999.0,-9999.0,-7.754999188,0.530178724,-4.8972074,0.87559178,-1.1515721,0.82357176,-9999.0,4.076751653,0.04984119,0.07887725,-9999.0,-9999.0,0.822196497,0.276574023,0.31661083,0.15225486,0.3008376,0.15328498,SN Ia
-9999.0,-16.942813,-17.572213,-17.949415,-9999.0,-9999.0,-2.781351065,0.248743065,-0.604662498,0.536013476,1.433737924,0.024626892,-9999.0,0.055490928,0.041517564,0.036438348,-9999.0,-9999.0,0.472691851,0.194004322,0.222601599,0.108452468,0.202177885,0.112947446,SN Ibc
-9999.0,-9999.0,-9999.0,-20.518193,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.7028645,1.92603116,-9999.0,-9999.0,-9999.0,0.07756436,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.43411425,0.21807451,SN Ia
-18.774961,-19.082148,-19.002165,-18.954115,-10.0,-0.515905375,-4.88821427,-0.02984907,-0.782445727,0.150055779,0.98145474,-0.01263094,0.012352946,0.007631385,0.009095127,0.011062087,0.0,0.169178632,0.278876644,0.100105733,0.154429609,0.082755708,0.145654925,0.081489461,SN Ia
-9999.0,-18.594962,-18.597905,-9999.0,-9999.0,-9999.0,-5.2964505,0.59869577,-4.189518011,0.791665801,-9999.0,-9999.0,-9999.0,0.0666034,0.845127086,-9999.0,-9999.0,-9999.0,0.61397038,0.24827464,0.301756231,0.146661261,-9999.0,-9999.0,SN II
-18.643445,-18.487798,-17.858093,-9999.0,-7.858482059,-0.123427001,-7.617167208,0.462606303,-4.467641143,0.818405046,-9999.0,-9999.0,7.181437879,0.096241105,3.630208268,-9999.0,2.150220192,0.418998044,0.77535716,0.263501582,0.308527612,0.150158148,-9999.0,-9999.0,SN II
-17.670478,-19.544284,-19.870592,-19.833279,-7.721586746,-0.088023229,-7.046921661,0.515388524,-3.785415647,0.652277028,-0.483519613,0.644998487,7.026742817,0.026175657,0.02504897,0.030842992,1.987945745,0.393258728,0.592296927,0.197887617,0.26503751,0.121181384,0.239379408,0.125541477,SN Ia
-9999.0,-9999.0,-9999.0,-20.552594,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.2123705,1.48300024,-9999.0,-9999.0,-9999.0,0.06547344,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.39002863,0.19503436,SN Ia
-17.530005,-19.2021,-19.422484,-19.463093,-7.587492867,-0.058396759,-6.556003052,0.49073794,-3.274582792,0.734329635,-0.357903314,0.525685663,6.803642935,1.628285548,0.025570834,0.030763804,1.856429161,0.372249568,0.686253489,0.240590807,0.26289667,0.133005355,0.248049336,0.133208309,SN Ia
-16.252126,-16.120841,-16.252875,-16.392879,0.19658711,0.06288223,3.52459805,-0.3660844,3.96531089,0.12786385,3.22697844,-0.472615,0.0207739,0.0194702,0.02102548,0.02732444,0.42467282,0.19053553,0.17797401,0.11427802,0.13138827,0.07583041,0.15156498,0.0905265,SN II
-9999.0,-20.0034,-20.129466,-20.01075,-9999.0,-9999.0,-8.3770271,-0.043824129,-4.584932094,0.850733258,-0.977162587,0.788081674,-9999.0,0.027182314,0.025433007,0.038365218,-9999.0,-9999.0,0.769121432,0.238019603,0.311413733,0.150655336,0.294882215,0.151588879,SN II
-9999.0,-19.262221,-19.4669,-19.6032,-9999.0,-9999.0,-6.975780446,0.491745406,-3.76704,0.75036,-0.591730824,0.624061397,-9999.0,0.069344864,8.18545719,2.736678707,-9999.0,-9999.0,0.72848329,0.251871416,0.291635409,0.141466612,0.277245814,0.143409465,SN Ia
-9999.0,-19.525376,-20.230073,-20.097182,-9999.0,-9999.0,-7.633401216,0.523936736,-5.299277613,0.893053569,-1.315590762,0.912474162,-9999.0,0.042886397,0.029801887,0.039719652,-9999.0,-9999.0,0.7868191,0.256915224,0.324501524,0.14894632,0.308352815,0.153103021,SN Ia
-17.712547,-17.538188,-17.824369,-17.959648,-7.701756435,-0.224869849,-0.428642081,0.29072231,0.644057302,0.373045868,1.526353284,0.042821025,0.031948817,0.024652435,0.022743099,0.026332226,0.956544482,0.220804151,0.263530977,0.154023337,0.174889089,0.094414202,0.178469102,0.103617482,SN Ibc
-9999.0,-18.871813,-19.601566,-19.679066,-9999.0,-9999.0,-8.270934886,0.592165411,-5.913176494,0.946444731,-1.613079961,1.011180311,-9999.0,0.059448536,0.044150207,0.052569824,-9999.0,-9999.0,0.901247829,0.291577332,0.341917253,0.163056435,0.322344759,0.161445344,SN Iax
-9999.0,-18.796148,-19.645829,-19.616797,-9999.0,-9999.0,-8.322404667,0.552286265,-5.85738407,0.953775602,-1.567491597,1.033901144,-9999.0,5.391091638,0.064153847,1.691669746,-9999.0,-9999.0,0.904346464,0.297784639,0.343518679,0.168006838,0.323359885,0.16580351,SN Ia
-17.974792,-17.41975,-17.654913,-17.677911,-6.992067689,0.042147307,-4.343425453,0.517175905,-1.245573759,0.512524933,0.62540316,0.123576614,0.097718395,0.079525812,0.070941889,0.103430614,1.421954576,0.303287846,0.526597762,0.20208259,0.236884967,0.112913515,0.225873448,0.119881379,SN II
-9999.0,-18.489771,-19.868029,-20.227959,-9999.0,-9999.0,-9.468127702,0.610856268,-8.344838743,1.210082696,-2.740308934,1.519937887,-9999.0,4.694212344,0.054989968,0.080302048,-9999.0,-9999.0,1.141944195,0.356474131,0.408972709,0.197965844,0.38281908,0.194771609,SN Ia
-9999.0,-19.382326,-19.37218,-9999.0,-9999.0,-9999.0,-9.897553772,0.525973058,-8.826643748,1.241759214,-9999.0,-9999.0,-9999.0,0.156796228,9.243236381,-9999.0,-9999.0,-9999.0,1.185705719,0.366175255,0.422875086,0.208460664,-9999.0,-9999.0,SN II
-18.444376,-19.606268,-20.072059,-19.998731,-8.061996999,-0.198799193,-8.3553941,0.55264788,-5.914196,0.95799066,-1.6696569,0.97724926,13.97124795,0.36194341,0.13314293,0.17046669,2.513874185,0.475606848,0.90917335,0.29900434,0.34364907,0.16780775,0.3228786,0.16514317,SN Ia
-16.43913,-17.006646,-16.64453,-16.921224,-6.869576614,0.059879415,-2.465942592,0.478000074,-0.955587726,0.477115909,0.759081321,0.077924014,5.078039292,0.065713275,0.300181777,0.411437878,1.374694959,0.294944094,0.447209834,0.185961432,0.231312392,0.110164443,0.22277438,0.118034512,SN II
-17.602794,-17.283896,-17.462093,-17.42753,-7.22186856,0.007716818,-5.482991659,0.468178851,-1.954586898,0.574360134,0.255619613,0.2690447,7.563483844,0.129829346,2.3370063,1.38068977,1.577581274,0.327462883,0.592341312,0.214921374,0.251118818,0.120479745,0.241577466,0.126275796,SN II
-9999.0,-19.224913,-19.773947,-19.575343,-9999.0,-9999.0,-7.573867582,0.523721113,-4.634464279,0.834571485,-1.0547613,0.73987133,-9999.0,3.739533447,2.248712479,0.04204519,-9999.0,-9999.0,0.798846534,0.270462528,0.312626635,0.152262878,0.29371642,0.14936652,SN Ia
-9999.0,-16.968414,-16.965825,-9999.0,-9999.0,-9999.0,-4.85192462,0.444408206,-1.245910691,0.50231751,-9999.0,-9999.0,-9999.0,5.765297984,0.107919918,-9999.0,-9999.0,-9999.0,0.547424344,0.203163469,0.236842424,0.112984189,-9999.0,-9999.0,SN II
-9999.0,-19.328402,-19.486916,-19.403553,-9999.0,-9999.0,-7.660812676,0.346314465,-3.779966408,0.69934374,-0.780972338,0.520245755,-9999.0,0.023694863,0.028843586,0.037284844,-9999.0,-9999.0,0.622921387,0.242666948,0.279869036,0.135145583,0.26371399,0.136222964,SN Ia
-16.982662,-17.276194,-17.155314,-17.351789,-6.985218477,0.043640348,-4.0061483,0.48335537,-1.268730605,0.50783226,0.577040777,0.133618184,6.331406163,0.05191523,0.744526677,0.555022247,1.435961872,0.304736215,0.49529373,0.20186543,0.237102314,0.113241872,0.229541211,0.120530421,SN Ibc
-9999.0,-9999.0,-20.043002,-20.338693,-9999.0,-9999.0,-9999.0,-9999.0,-8.312223209,1.256971327,-2.767117434,1.486986734,-9999.0,-9999.0,0.057036272,0.053645376,-9999.0,-9999.0,-9999.0,-9999.0,0.409169665,0.199420638,0.382297841,0.191092534,SN Ia
-9999.0,-9999.0,-9999.0,-19.86178,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.3785187,1.763198,-9999.0,-9999.0,-9999.0,0.08002083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.41620478,0.2103138,SN Ia
-17.906439,-19.531008,-20.127929,-20.077474,-8.061179018,-0.198232603,-8.608453351,0.427599214,-5.97043941,0.864155109,-1.58370997,1.048206325,8.234557937,0.02397507,0.022930773,0.039832338,2.510928517,0.475163465,0.881546191,0.280490405,0.342967696,0.162192144,0.324069663,0.16483374,SN Ia
-9999.0,-9999.0,-17.839535,-18.640012,-9999.0,-9999.0,-9999.0,-9999.0,-3.011830899,0.676906466,-0.2522092,0.46329368,-9999.0,-9999.0,1.939744006,0.06278613,-9999.0,-9999.0,-9999.0,-9999.0,0.27406718,0.13241397,0.26129752,0.13479199,SN Ia-91bg
-9999.0,-17.568731,-17.570806,-17.768409,-9999.0,-9999.0,-2.8850139,0.29646408,0.41362942,0.18288792,1.03054527,-0.2999635,-9999.0,0.05332902,0.17018958,0.09706194,-9999.0,-9999.0,0.37934577,0.16770087,0.19913529,0.09394875,0.18836178,0.10384294,SN Ibc
-16.366434,-16.613015,-16.716995,-16.853159,-6.327008244,0.127744488,-1.2631723,0.8192439,0.51276568,0.4221131,1.4435934,-0.1061716,4.735493088,0.0278761,0.04190615,0.05665379,1.141136411,0.258091424,0.34621875,0.16554288,0.20592164,0.09718324,0.20365407,0.10772841,SN II
-9999.0,-19.562427,-19.983097,-19.872551,-9999.0,-9999.0,-7.507411931,0.521704915,-4.323085761,0.997473927,-0.966521331,0.777396249,-9999.0,1.198993348,0.038197517,0.25743931,-9999.0,-9999.0,0.790429332,0.268218026,0.298381185,0.14325176,0.292674305,0.151201457,SN Ia
-17.883538,-18.010703,-18.101179,-18.149615,-7.4760975,-0.0261641,-4.6449737,0.46428221,-1.0207584,0.39820152,0.87292164,0.10100434,0.04622001,0.04012569,0.04554942,0.05808194,1.46947658,0.31080892,0.51501416,0.20469345,0.23110837,0.11281322,0.22004774,0.12083536,SN II
-17.816534,-18.85465,-18.740694,-18.621029,-7.550173012,-0.050899969,-6.442451465,0.488535242,-3.0620992,0.68803883,-0.270080726,0.497610269,6.483591692,0.859137112,0.04382991,0.217730106,1.823554088,0.366982456,0.675245734,0.237580119,0.27329102,0.1309509,0.263114494,0.136127271,SN II
-9999.0,-9999.0,-19.436954,-20.069269,-9999.0,-9999.0,-9999.0,-9999.0,-9.404880653,1.297920416,-3.2304349,1.72858689,-9999.0,-9999.0,20.79892966,0.1408366,-9999.0,-9999.0,-9999.0,-9999.0,0.438836401,0.216551022,0.40840671,0.20751095,SN Ia
-9999.0,-19.79941,-19.931854,-20.005676,-9999.0,-9999.0,-6.483055822,0.495643415,-3.057475973,0.797897159,-0.312262124,0.504128602,-9999.0,0.036090896,0.030439366,0.034840803,-9999.0,-9999.0,0.551204216,0.225280265,0.247813356,0.12636901,0.23605904,0.12233795,SN Ia
-9999.0,-19.527232,-20.426385,-20.209596,-9999.0,-9999.0,-8.905866149,0.57882419,-6.991834541,1.063567451,-2.107864493,1.285815674,-9999.0,16.17806936,9.033937944,0.127764994,-9999.0,-9999.0,1.008456082,0.324002502,0.373236811,0.183238553,0.347362955,0.176685182,SN Ia
-19.163963,-20.048694,-19.977957,-20.006795,-7.397468828,0.185023554,-5.420329065,0.904247451,-1.442011375,0.645471231,0.420688967,0.038312483,0.028145163,0.013222648,0.016805076,0.021025976,0.789277843,0.27578258,0.255156234,0.11105978,0.157615061,0.089266777,0.15301015,0.093966389,SN Ia
-18.910381,-19.175589,-18.973129,-18.99339,-10.0,-2.1477981,-4.9913632,0.43002209,-0.8092098,1.01796276,1.71120477,0.39079892,0.01899932,0.01529069,0.02396875,0.02890673,0.0,0.24459381,0.3389125,0.18666737,0.22436438,0.11260296,0.18882405,0.11877668,SN II
-17.172229,-16.886393,-17.376753,-17.21954,-6.753003406,0.077666423,-4.2630315,0.41943503,-0.2425661,0.41792603,0.87782517,0.0070521,3.638522946,0.04310635,0.04215805,0.06019152,1.309959967,0.284822458,0.50875285,0.19208579,0.20992743,0.10371784,0.20802091,0.11285847,SN II
-9999.0,-19.220974,-19.497693,-19.576132,-9999.0,-9999.0,-7.026145649,0.505226689,-3.84597566,0.757851297,-0.7804539,0.56721064,-9999.0,2.431228532,1.262480002,0.03327785,-9999.0,-9999.0,0.734358985,0.253508611,0.29338417,0.142417807,0.26527655,0.14041565,SN Ia
-9999.0,-18.546899,-19.743519,-19.916199,-9999.0,-9999.0,-8.977954077,0.582438085,-7.069796,1.15941001,-2.2200576,1.23143342,-9999.0,2.847604992,0.04168294,0.04993322,-9999.0,-9999.0,1.023191367,0.327654434,0.3742277,0.17864076,0.35124797,0.17550586,SN Ia
-18.328981,-19.669785,-19.80378,-19.8327,-8.4855873,-0.2113612,-6.0391606,0.67488196,-2.5565054,0.6610907,0.4478549,0.37700911,0.06593719,0.01447986,0.01835787,0.02502752,1.67404375,0.34431101,0.49107393,0.20954784,0.2150727,0.12086815,0.18521568,0.1230156,SN Ia
-9999.0,-9999.0,-9999.0,-20.394788,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.5631828,1.83221864,-9999.0,-9999.0,-9999.0,0.05657122,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.4241302,0.2142943,SN Ia
-17.947396,-18.219483,-18.465317,-9999.0,-7.588978558,-0.057621405,-6.558375381,0.488907417,-2.997182128,0.735505621,-9999.0,-9999.0,5.35519663,0.882272426,0.064223296,-9999.0,1.853444997,0.371838716,0.684502448,0.240304683,0.27130217,0.132612193,-9999.0,-9999.0,SN II
-9999.0,-19.619056,-19.987055,-20.04469,-9999.0,-9999.0,-7.470993142,0.414638842,-4.206624626,0.637658092,-0.790200141,0.64107314,-9999.0,0.306600237,0.250901726,0.04207738,-9999.0,-9999.0,0.711698534,0.253262519,0.281103284,0.139052403,0.248058922,0.13522412,SN Ia
-18.454461,-19.874942,-19.981284,-20.00373,-7.652786938,-0.072356331,-7.245552546,0.292819193,-3.844739242,0.578122727,-0.656332804,0.501169908,5.635971754,0.015985077,0.020681646,0.029178419,1.917832794,0.382073306,0.555777652,0.195488142,0.261961832,0.119646109,0.252757973,0.126085698,SN Ia
